__time,joint1_position,joint2_position,joint3_position,joint4_position,joint5_position,joint6_position
1664545486.10996,0.6283,1.46045,0.357927,0.276117,1.110602,-1.535515
1664545486.12999,0.626964,1.45483,0.351425,0.271515,1.110602,-1.543185
1664545486.15031,0.625722,1.449292,0.345069,0.266913,1.112136,-1.550855
1664545486.17033,0.624418,1.443822,0.338909,0.262311,1.112136,-1.558524
1664545486.19018,0.623186,1.438428,0.332925,0.257709,1.11367,-1.566194
1664545486.21008,0.622026,1.433165,0.327096,0.254641,1.11367,-1.573864
1664545486.23052,0.620991,1.427959,0.321402,0.251573,1.11367,-1.58
1664545486.25027,0.620018,1.422877,0.315656,0.248505,1.11367,-1.586136
1664545486.27021,0.61922,1.417903,0.310014,0.245437,1.115204,-1.593806
1664545486.29033,0.618465,1.413091,0.304651,0.243903,1.115204,-1.599942
1664545486.31034,0.617771,1.408399,0.299351,0.242369,1.115204,-1.606078
1664545486.33019,0.617191,1.403743,0.294195,0.239301,1.116738,-1.612214
1664545486.35062,0.616746,1.399239,0.289288,0.236233,1.116738,-1.616816
1664545486.37007,0.61628,1.394985,0.284494,0.234699,1.116738,-1.622952
1664545486.39037,0.615773,1.390561,0.27966,0.231631,1.116738,-1.62602
1664545486.41029,0.615286,1.386038,0.275001,0.228563,1.116738,-1.630622
1664545486.42999,0.6148,1.382034,0.270384,0.225495,1.116738,-1.63369
1664545486.45039,0.614272,1.377912,0.265766,0.220893,1.116738,-1.636757
1664545486.4703,0.613558,1.373927,0.261076,0.217825,1.118272,-1.639825
1664545486.4906,0.61275,1.370124,0.2565,0.213223,1.118272,-1.642893
1664545486.51057,0.611787,1.366415,0.25209,0.208621,1.118272,-1.644427
1664545486.53022,0.6107,1.362769,0.247908,0.204019,1.119806,-1.644427
1664545486.55048,0.609437,1.359204,0.243932,0.199418,1.119806,-1.645961
1664545486.57061,0.607936,1.355758,0.240102,0.194816,1.12134,-1.645961
1664545486.59035,0.606331,1.352462,0.236344,0.18868,1.12134,-1.645961
1664545486.61037,0.604727,1.349261,0.232772,0.184078,1.12134,-1.645961
1664545486.63045,0.602956,1.346254,0.229211,0.177942,1.122874,-1.645961
1664545486.65017,0.600865,1.343403,0.225784,0.17334,1.122874,-1.645961
1664545486.67022,0.598691,1.34069,0.222585,0.167204,1.122874,-1.644427
1664545486.69025,0.596382,1.338034,0.219655,0.162602,1.124408,-1.639825
1664545486.71072,0.593929,1.335459,0.21688,0.156466,1.124408,-1.636757
1664545486.73025,0.591289,1.333028,0.213961,0.15033,1.125942,-1.63369
1664545486.75062,0.588483,1.330697,0.210897,0.144194,1.125942,-1.630622
1664545486.7702,0.585512,1.328536,0.207822,0.138058,1.127476,-1.627554
1664545486.79055,0.582365,1.326481,0.204871,0.130388,1.127476,-1.624486
1664545486.81035,0.579021,1.324507,0.201972,0.124252,1.12901,-1.621418
1664545486.83053,0.575501,1.322621,0.199136,0.115049,1.12901,-1.61835
1664545486.8503,0.571908,1.320792,0.196434,0.107379,1.12901,-1.615282
1664545486.87025,0.568098,1.319019,0.193669,0.099709,1.130544,-1.613748
1664545486.89028,0.564061,1.317327,0.190926,0.090505,1.130544,-1.61068
1664545486.91082,0.559878,1.315717,0.18811,0.079767,1.130544,-1.607612
1664545486.93049,0.555447,1.314157,0.185408,0.070563,1.132078,-1.604544
1664545486.9507,0.550799,1.312685,0.182799,0.059825,1.133612,-1.601476
1664545486.97073,0.545913,1.311281,0.180169,0.047553,1.133612,-1.596874
1664545486.99088,0.540871,1.309959,0.177643,0.035282,1.135146,-1.592272
1664545487.01056,0.535591,1.308669,0.175169,0.02301,1.13668,-1.589204
1664545487.03063,0.530073,1.307416,0.172622,0.009204,1.138214,-1.586136
1664545487.05064,0.524275,1.306225,0.170117,-0.003068,1.139748,-1.58
1664545487.07069,0.518229,1.30511,0.167601,-0.016874,1.141282,-1.576932
1664545487.09047,0.511924,1.304039,0.165179,-0.03068,1.141282,-1.57233
1664545487.11077,0.505475,1.303024,0.162756,-0.044485,1.142816,-1.567728
1664545487.13068,0.498725,1.302009,0.160251,-0.059825,1.14435,-1.56466
1664545487.15076,0.491736,1.30105,0.157807,-0.073631,1.145884,-1.558524
1664545487.17071,0.484469,1.300135,0.155395,-0.090505,1.147418,-1.553923
1664545487.19065,0.476922,1.299271,0.152828,-0.105845,1.148952,-1.549321
1664545487.21056,0.469116,1.29845,0.150198,-0.121184,1.150486,-1.544719
1664545487.23098,0.46104,1.297661,0.147527,-0.138058,1.15202,-1.540117
1664545487.24093,0.456899,1.297278,0.146264,-0.145728,1.15202,-1.537049
1664545487.26088,0.448472,1.296552,0.143583,-0.162602,1.155088,-1.532447
1664545487.28051,0.439807,1.295856,0.14085,-0.179476,1.155088,-1.526311
1664545487.30095,0.430893,1.295198,0.138148,-0.197884,1.158156,-1.521709
1664545487.3208,0.421721,1.294559,0.135549,-0.216291,1.15969,-1.515573
1664545487.34067,0.412289,1.293977,0.133002,-0.233165,1.161224,-1.509437
1664545487.36087,0.402682,1.293425,0.130383,-0.251573,1.162758,-1.503301
1664545487.38104,0.392826,1.292893,0.12765,-0.271515,1.164292,-1.498699
1664545487.40076,0.382773,1.292392,0.124761,-0.291456,1.167359,-1.494097
1664545487.42108,0.372441,1.291909,0.121894,-0.309864,1.168893,-1.486427
1664545487.44132,0.361819,1.291477,0.119005,-0.329806,1.170427,-1.478758
1664545487.46122,0.350887,1.291076,0.116179,-0.352816,1.173495,-1.472622
1664545487.48086,0.339768,1.290644,0.11329,-0.374291,1.175029,-1.466486
1664545487.50102,0.328432,1.290255,0.110299,-0.394233,1.176563,-1.46035
1664545487.52976,0.310987,1.289685,0.105526,-0.427981,1.179631,-1.449612
1664545487.54074,0.305024,1.289516,0.103932,-0.440253,1.181165,-1.44501
1664545487.56965,0.286741,1.289065,0.099097,-0.472466,1.184233,-1.435806
1664545487.58973,0.274245,1.28872,0.095877,-0.493942,1.185767,-1.42967
1664545487.6098,0.261563,1.288432,0.092637,-0.513884,1.187301,-1.423534
1664545487.63013,0.248581,1.288188,0.089355,-0.536893,1.190369,-1.417398
1664545487.64994,0.235412,1.287931,0.085897,-0.555301,1.191903,-1.411262
1664545487.66972,0.222046,1.287674,0.082439,-0.573709,1.193437,-1.405126
1664545487.69014,0.208588,1.287454,0.078981,-0.593651,1.194971,-1.398991
1664545487.71004,0.194974,1.28726,0.075555,-0.613592,1.198039,-1.392855
1664545487.72973,0.181194,1.287097,0.072159,-0.632,1.199573,-1.386719
1664545487.74992,0.167342,1.286903,0.06895,-0.651942,1.201107,-1.382117
1664545487.76981,0.153397,1.286703,0.065792,-0.668816,1.202641,-1.375981
1664545487.78977,0.139317,1.286508,0.062541,-0.687223,1.205709,-1.369845
1664545487.81027,0.125155,1.286346,0.059197,-0.705631,1.207243,-1.365243
1664545487.82976,0.11094,1.286208,0.055884,-0.720971,1.208777,-1.360641
1664545487.84971,0.096736,1.286101,0.052685,-0.739379,1.210311,-1.356039
1664545487.86979,0.082512,1.28597,0.049476,-0.754719,1.214913,-1.349903
1664545487.88995,0.068929,1.285832,0.046256,-0.771592,1.214913,-1.345301
1664545487.90982,0.05457,1.285713,0.042902,-0.786932,1.216447,-1.340699
1664545487.9302,0.039548,1.285613,0.039537,-0.802272,1.216447,-1.336097
1664545487.95024,0.026037,1.285531,0.036142,-0.817612,1.216447,-1.331495
1664545487.97019,0.011844,1.285475,0.032663,-0.832952,1.217981,-1.328427
1664545487.98993,-0.002215,1.285418,0.029309,-0.845223,1.219515,-1.322291
1664545488.01023,-0.016068,1.285362,0.025996,-0.860563,1.221049,-1.319224
1664545488.0302,-0.029961,1.285312,0.022662,-0.872835,1.221049,-1.314622
1664545488.05015,-0.043906,1.285274,0.019267,-0.886641,1.222583,-1.31002
1664545488.07005,-0.057727,1.285243,0.01585,-0.898913,1.224117,-1.306952
1664545488.09044,-0.07132,1.285224,0.012496,-0.912719,1.225651,-1.30235
1664545488.11059,-0.084738,1.285212,0.009245,-0.92499,1.227185,-1.299282
1664545488.13025,-0.09801,1.285205,0.006056,-0.935728,1.227185,-1.296214
1664545488.15046,-0.111282,1.285187,0.00293,-0.948,1.228719,-1.293146
1664545488.17005,-0.124378,1.285174,-0.000083,-0.958738,1.228719,-1.290078
1664545488.19022,-0.137216,1.285168,-0.003075,-0.967942,1.230253,-1.28701
1664545488.21033,-0.149877,1.285161,-0.006036,-0.977146,1.231787,-1.283942
1664545488.23007,-0.16229,1.285155,-0.008997,-0.98635,1.231787,-1.280874
1664545488.25045,-0.174362,1.285143,-0.011771,-0.99402,1.233321,-1.27934
1664545488.27017,-0.186195,1.28513,-0.014452,-1.001689,1.233321,-1.277806
1664545488.29048,-0.197811,1.285099,-0.017289,-1.010893,1.234855,-1.277806
1664545488.31036,-0.209313,1.28503,-0.020167,-1.018563,1.234855,-1.277806
1664545488.33013,-0.220483,1.284942,-0.022952,-1.026233,1.236389,-1.276272
1664545488.35042,-0.231343,1.284829,-0.025696,-1.033903,1.237923,-1.276272
1664545488.37043,-0.241768,1.28471,-0.028336,-1.040039,1.237923,-1.274738
1664545488.39008,-0.251904,1.284591,-0.030758,-1.046175,1.237923,-1.273204
1664545488.41011,-0.261801,1.284472,-0.033212,-1.052311,1.239457,-1.27167
1664545488.43039,-0.271553,1.284366,-0.035676,-1.059981,1.239457,-1.270136
1664545488.45066,-0.281026,1.284278,-0.03816,-1.064583,1.239457,-1.267068
1664545488.47042,-0.290116,1.284228,-0.040604,-1.070719,1.239457,-1.264
1664545488.49048,-0.298792,1.284209,-0.042943,-1.073787,1.240991,-1.259398
1664545488.51065,-0.307198,1.284209,-0.045231,-1.078389,1.240991,-1.254796
1664545488.53064,-0.315315,1.284215,-0.047281,-1.08299,1.242525,-1.250194
1664545488.55069,-0.323152,1.284253,-0.049196,-1.086058,1.242525,-1.245592
1664545488.57021,-0.330813,1.284316,-0.050905,-1.089126,1.242525,-1.239457
1664545488.59071,-0.338049,1.284397,-0.052613,-1.09066,1.242525,-1.233321
1664545488.61056,-0.344965,1.284654,-0.054124,-1.093728,1.242525,-1.228719
1664545488.63021,-0.351632,1.284898,-0.055636,-1.093728,1.242525,-1.221049
1664545488.6505,-0.35803,1.285212,-0.057002,-1.093728,1.242525,-1.213379
1664545488.67018,-0.364149,1.285656,-0.058286,-1.093728,1.242525,-1.207243
1664545488.69057,-0.370019,1.286195,-0.059508,-1.093728,1.242525,-1.199573
1664545488.71041,-0.375578,1.286822,-0.060543,-1.093728,1.242525,-1.190369
1664545488.73036,-0.380806,1.28753,-0.061351,-1.093728,1.242525,-1.182699
1664545488.75062,-0.385682,1.288338,-0.062168,-1.093728,1.242525,-1.175029
1664545488.77059,-0.390289,1.289203,-0.062893,-1.093728,1.242525,-1.167359
1664545488.79067,-0.3947,1.290136,-0.063545,-1.093728,1.242525,-1.156622
1664545488.81032,-0.398934,1.291176,-0.064032,-1.093728,1.242525,-1.148952
1664545488.83029,-0.403054,1.292291,-0.064311,-1.093728,1.242525,-1.138214
1664545488.85038,-0.40703,1.293438,-0.064498,-1.093728,1.242525,-1.12901
1664545488.87059,-0.410798,1.294666,-0.064622,-1.093728,1.242525,-1.118272
1664545488.89051,-0.414494,1.295975,-0.064643,-1.093728,1.240991,-1.107534
1664545488.91079,-0.418159,1.297379,-0.064643,-1.093728,1.242525,-1.096796
1664545488.93077,-0.421762,1.298882,-0.064643,-1.093728,1.240991,-1.086058
1664545488.95037,-0.425458,1.300405,-0.064643,-1.093728,1.240991,-1.073787
1664545488.97042,-0.429154,1.302021,-0.064643,-1.093728,1.240991,-1.061515
1664545488.99074,-0.43286,1.303713,-0.064622,-1.093728,1.239457,-1.047709
1664545489.01078,-0.436566,1.305517,-0.06456,-1.093728,1.239457,-1.033903
1664545489.03084,-0.440221,1.307372,-0.064436,-1.095262,1.239457,-1.018563
1664545489.05087,-0.443958,1.309314,-0.064291,-1.095262,1.239457,-1.004757
1664545489.07064,-0.447737,1.311388,-0.064053,-1.095262,1.237923,-0.990952
1664545489.09085,-0.451547,1.313505,-0.06367,-1.096796,1.237923,-0.975612
1664545489.11086,-0.455481,1.315717,-0.063038,-1.09833,1.237923,-0.960272
1664545489.13062,-0.459374,1.31806,-0.061889,-1.09833,1.236389,-0.944932
1664545489.15107,-0.463318,1.320447,-0.060429,-1.099864,1.236389,-0.926524
1664545489.17083,-0.467294,1.322922,-0.058773,-1.101398,1.236389,-0.911185
1664545489.18078,-0.469323,1.324219,-0.057872,-1.101398,1.234855,-0.901981
1664545489.20068,-0.473402,1.326838,-0.05604,-1.101398,1.234855,-0.885107
1664545489.23058,-0.479758,1.331004,-0.05313,-1.102932,1.233321,-0.859029
1664545489.25062,-0.484055,1.33388,-0.051101,-1.104466,1.233321,-0.840621
1664545489.26091,-0.486229,1.335359,-0.050035,-1.104466,1.233321,-0.831418
1664545489.28095,-0.490639,1.33841,-0.047809,-1.106,1.233321,-0.81301
1664545489.31073,-0.497472,1.34314,-0.044341,-1.107534,1.231787,-0.783864
1664545489.32109,-0.499749,1.34475,-0.043119,-1.107534,1.231787,-0.77466
1664545489.34066,-0.504408,1.348045,-0.040655,-1.109068,1.231787,-0.754719
1664545489.36099,-0.509181,1.351466,-0.038119,-1.110602,1.230253,-0.733243
1664545489.38152,-0.513953,1.354981,-0.035562,-1.112136,1.230253,-0.713301
1664545489.40064,-0.518799,1.358565,-0.032901,-1.112136,1.228719,-0.693359
1664545489.4208,-0.52382,1.36228,-0.030137,-1.11367,1.227185,-0.671884
1664545489.44088,-0.528893,1.366071,-0.027311,-1.115204,1.227185,-0.650408
1664545489.47011,-0.536823,1.371935,-0.022921,-1.116738,1.227185,-0.618194
1664545489.49,-0.542196,1.375982,-0.019857,-1.118272,1.225651,-0.595185
1664545489.5011,-0.544888,1.378037,-0.018273,-1.118272,1.225651,-0.582913
1664545489.52091,-0.550333,1.382235,-0.015074,-1.119806,1.225651,-0.559903
1664545489.55096,-0.558812,1.388707,-0.010104,-1.12134,1.224117,-0.526155
1664545489.57004,-0.564558,1.393143,-0.006729,-1.122874,1.222583,-0.503146
1664545489.58995,-0.570366,1.397666,-0.00323,-1.124408,1.222583,-0.480136
1664545489.6102,-0.576308,1.402309,0.000393,-1.125942,1.221049,-0.454058
1664545489.63019,-0.582282,1.407026,0.0041,-1.127476,1.221049,-0.429515
1664545489.65,-0.588359,1.411863,0.007847,-1.12901,1.219515,-0.406505
1664545489.66977,-0.594488,1.416806,0.011719,-1.12901,1.219515,-0.380427
1664545489.69012,-0.600689,1.421831,0.015664,-1.130544,1.217981,-0.355884
1664545489.70986,-0.606994,1.426981,0.019681,-1.132078,1.217981,-0.329806
1664545489.73028,-0.613506,1.4322,0.023801,-1.133612,1.216447,-0.303728
1664545489.75001,-0.620111,1.437488,0.028015,-1.135146,1.214913,-0.279185
1664545489.77029,-0.626436,1.442895,0.032332,-1.13668,1.210311,-0.253107
1664545489.79023,-0.633104,1.448364,0.036711,-1.138214,1.210311,-0.230097
1664545489.81004,-0.640216,1.453953,0.041132,-1.139748,1.208777,-0.205553
1664545489.82996,-0.646697,1.459585,0.045552,-1.139748,1.210311,-0.18101
1664545489.84965,-0.653519,1.465299,0.049983,-1.141282,1.208777,-0.158
1664545489.86978,-0.660476,1.471051,0.054518,-1.142816,1.208777,-0.136524
1664545489.88984,-0.667444,1.476903,0.059145,-1.14435,1.208777,-0.113515
1664545489.91008,-0.674318,1.482811,0.063897,-1.145884,1.208777,-0.092039
1664545489.92985,-0.68112,1.48875,0.068629,-1.145884,1.208777,-0.069029
1664545489.95032,-0.687901,1.494746,0.073381,-1.147418,1.207243,-0.049087
1664545489.97001,-0.694796,1.500779,0.078205,-1.148952,1.207243,-0.027612
1664545489.99003,-0.701846,1.506875,0.083102,-1.150486,1.207243,-0.006136
1664545490.00982,-0.708958,1.512959,0.087905,-1.150486,1.207243,0.013806
1664545490.03019,-0.71604,1.51908,0.092637,-1.15202,1.205709,0.033748
1664545490.05029,-0.723069,1.525189,0.09744,-1.153554,1.204175,0.053689
1664545490.07007,-0.729975,1.531316,0.102275,-1.155088,1.204175,0.073631
1664545490.09013,-0.736787,1.537149,0.107141,-1.155088,1.204175,0.090505
1664545490.11025,-0.74362,1.543627,0.111986,-1.156622,1.202641,0.108913
1664545490.13026,-0.750318,1.549479,0.116831,-1.156622,1.202641,0.12732
1664545490.15027,-0.756944,1.555957,0.121666,-1.158156,1.202641,0.145728
1664545490.17004,-0.763559,1.561759,0.126594,-1.15969,1.201107,0.164136
1664545490.19024,-0.770061,1.567917,0.131501,-1.15969,1.202641,0.182544
1664545490.21034,-0.776396,1.574007,0.136367,-1.161224,1.201107,0.200951
1664545490.23032,-0.782732,1.580116,0.141233,-1.161224,1.199573,0.220893
1664545490.25014,-0.78912,1.586156,0.146047,-1.162758,1.199573,0.240835
1664545490.27003,-0.795497,1.592233,0.15084,-1.164292,1.198039,0.262311
1664545490.29026,-0.801875,1.59831,0.155613,-1.165825,1.198039,0.280719
1664545490.3104,-0.808273,1.604419,0.160354,-1.167359,1.198039,0.299126
1664545490.33054,-0.814484,1.61049,0.165085,-1.167359,1.198039,0.317534
1664545490.3505,-0.820748,1.61658,0.169858,-1.168893,1.198039,0.335942
1664545490.37015,-0.826959,1.622651,0.1746,-1.170427,1.194971,0.35435
1664545490.39053,-0.833202,1.62874,0.179352,-1.170427,1.196505,0.371223
1664545490.41064,-0.83931,1.63478,0.184124,-1.171961,1.194971,0.388097
1664545490.43019,-0.845439,1.640801,0.188907,-1.171961,1.194971,0.404971
1664545490.45053,-0.851371,1.646765,0.193638,-1.173495,1.194971,0.421845
1664545490.47017,-0.857148,1.652711,0.198401,-1.173495,1.194971,0.437185
1664545490.49038,-0.862935,1.658638,0.203163,-1.175029,1.193437,0.452524
1664545490.5106,-0.868785,1.664534,0.207873,-1.176563,1.191903,0.46633
1664545490.53051,-0.874624,1.670699,0.21247,-1.176563,1.193437,0.48167
1664545490.55051,-0.88038,1.676243,0.216984,-1.178097,1.191903,0.495476
1664545490.57048,-0.886105,1.682026,0.221425,-1.178097,1.191903,0.509282
1664545490.59042,-0.891778,1.687752,0.225867,-1.179631,1.190369,0.523087
1664545490.61052,-0.897307,1.693448,0.230349,-1.179631,1.190369,0.535359
1664545490.63065,-0.902762,1.699043,0.234822,-1.179631,1.190369,0.549165
1664545490.65035,-0.908073,1.704619,0.239315,-1.181165,1.188835,0.561437
1664545490.67074,-0.913291,1.710057,0.243632,-1.182699,1.188835,0.573709
1664545490.69078,-0.918292,1.715464,0.247949,-1.182699,1.188835,0.584447
1664545490.71044,-0.92324,1.720839,0.252246,-1.182699,1.188835,0.595185
1664545490.73065,-0.928023,1.726158,0.256438,-1.182699,1.187301,0.605922
1664545490.75069,-0.932672,1.731396,0.260517,-1.182699,1.187301,0.613592
1664545490.77028,-0.937196,1.736521,0.264482,-1.184233,1.187301,0.62433
1664545490.79087,-0.941627,1.741602,0.268437,-1.184233,1.187301,0.632
1664545490.81042,-0.945944,1.746596,0.27233,-1.185767,1.187301,0.63967
1664545490.83067,-0.95023,1.751508,0.276098,-1.185767,1.187301,0.64734
1664545490.85053,-0.954392,1.756319,0.279794,-1.185767,1.187301,0.65501
1664545490.87038,-0.958398,1.761012,0.283469,-1.185767,1.185767,0.66268
1664545490.89037,-0.962301,1.765623,0.287062,-1.187301,1.187301,0.668816
1664545490.91043,-0.966018,1.770115,0.290644,-1.187301,1.185767,0.676486
1664545490.93043,-0.969693,1.774495,0.294185,-1.187301,1.185767,0.684155
1664545490.95059,-0.973193,1.778805,0.297663,-1.188835,1.185767,0.691825
1664545490.97043,-0.976568,1.78304,0.301049,-1.188835,1.185767,0.699495
1664545490.99063,-0.979787,1.787182,0.30432,-1.188835,1.184233,0.705631
1664545491.01041,-0.982955,1.791279,0.307488,-1.188835,1.184233,0.711767
1664545491.03055,-0.985978,1.795289,0.310635,-1.188835,1.184233,0.717903
1664545491.05088,-0.988898,1.799199,0.313472,-1.190369,1.184233,0.724039
1664545491.07053,-0.991745,1.803045,0.316422,-1.190369,1.184233,0.728641
1664545491.09084,-0.99455,1.806811,0.319363,-1.190369,1.184233,0.733243
1664545491.11086,-0.997356,1.810488,0.322313,-1.190369,1.184233,0.737845
1664545491.13056,-1.000027,1.814097,0.32515,-1.190369,1.184233,0.742447
1664545491.15093,-1.002605,1.817568,0.327904,-1.190369,1.182699,0.745515
1664545491.17069,-1.005038,1.820958,0.330544,-1.191903,1.182699,0.750117
1664545491.1908,-1.007315,1.824234,0.33307,-1.190369,1.184233,0.751651
1664545491.21051,-1.009541,1.827411,0.335534,-1.191903,1.182699,0.754719
1664545491.22101,-1.010576,1.828933,0.336693,-1.191903,1.182699,0.754719
1664545491.24065,-1.012606,1.831922,0.339043,-1.191903,1.182699,0.756253
1664545491.26058,-1.014428,1.834785,0.341269,-1.191903,1.184233,0.756253
1664545491.28104,-1.016063,1.837585,0.343485,-1.191903,1.182699,0.757787
1664545491.30058,-1.017544,1.840273,0.345617,-1.191903,1.182699,0.757787
1664545491.32083,-1.018817,1.842861,0.347626,-1.191903,1.182699,0.757787
1664545491.34091,-1.020018,1.845361,0.349541,-1.191903,1.182699,0.757787
1664545491.36076,-1.021219,1.84776,0.351384,-1.191903,1.182699,0.757787
1664545491.38102,-1.022368,1.850066,0.353227,-1.191903,1.182699,0.757787
1664545491.4006,-1.023424,1.852265,0.354997,-1.191903,1.182699,0.757787
1664545491.42097,-1.024397,1.854376,0.356715,-1.191903,1.182699,0.757787
1664545491.44057,-1.025308,1.856438,0.35832,-1.191903,1.182699,0.757787
1664545491.46057,-1.02625,1.858392,0.359894,-1.191903,1.182699,0.757787
1664545491.48095,-1.027027,1.860259,0.361416,-1.191903,1.182699,0.757787
1664545491.50105,-1.027679,1.862076,0.362824,-1.191903,1.182699,0.757787
1664545491.53114,-1.028766,1.864639,0.36478,-1.191903,1.182699,0.757787
1664545491.55118,-1.029449,1.86628,0.366033,-1.191903,1.182699,0.757787
1664545491.56073,-1.02976,1.867063,0.366633,-1.191903,1.182699,0.757787
1664545491.58963,-1.030568,1.869381,0.368404,-1.190369,1.182699,0.757787
1664545491.60953,-1.030971,1.870823,0.369522,-1.191903,1.182699,0.757787
1664545491.62964,-1.031303,1.872207,0.370598,-1.191903,1.182699,0.757787
1664545491.64993,-1.031727,1.873567,0.371675,-1.191903,1.182699,0.757787
1664545491.66972,-1.0321,1.874864,0.372783,-1.191903,1.182699,0.757787
1664545491.69015,-1.032483,1.876054,0.373746,-1.190369,1.182699,0.757787
1664545491.70982,-1.032773,1.877176,0.374688,-1.191903,1.182699,0.757787
1664545491.73024,-1.032969,1.878209,0.375475,-1.191903,1.182699,0.757787
1664545491.75027,-1.033125,1.879137,0.376303,-1.191903,1.181165,0.757787
1664545491.76984,-1.033249,1.880014,0.377038,-1.190369,1.181165,0.757787
1664545491.79001,-1.033342,1.880697,0.37768,-1.188835,1.179631,0.756253
1664545491.80991,-1.033352,1.881217,0.378135,-1.185767,1.179631,0.753185
1664545491.83023,-1.033352,1.881599,0.378601,-1.182699,1.178097,0.750117
1664545491.84992,-1.033352,1.881806,0.379005,-1.179631,1.176563,0.747049
1664545491.87001,-1.033321,1.881912,0.379388,-1.173495,1.173495,0.743981
1664545491.89006,-1.033176,1.881862,0.379636,-1.168893,1.171961,0.739379
1664545491.91022,-1.032721,1.881749,0.379781,-1.162758,1.168893,0.734777
1664545491.93023,-1.032203,1.881586,0.379864,-1.156622,1.167359,0.730175
1664545491.94991,-1.031644,1.881317,0.379875,-1.150486,1.165825,0.725573
1664545491.97016,-1.030878,1.880715,0.379875,-1.14435,1.162758,0.719437
1664545491.99011,-1.029967,1.879882,0.379875,-1.138214,1.158156,0.714835
1664545492.01002,-1.029191,1.878767,0.379875,-1.130544,1.156622,0.710233
1664545492.03014,-1.028394,1.877457,0.379875,-1.124408,1.155088,0.705631
1664545492.05034,-1.027514,1.876023,0.379875,-1.118272,1.15202,0.701029
1664545492.07022,-1.026509,1.874444,0.379875,-1.110602,1.148952,0.694893
1664545492.08999,-1.025505,1.872777,0.379875,-1.104466,1.14435,0.690291
1664545492.10986,-1.024615,1.871011,0.379875,-1.096796,1.142816,0.684155
1664545492.13023,-1.0236,1.869175,0.379875,-1.087592,1.139748,0.679554
1664545492.14986,-1.022399,1.867308,0.379875,-1.079923,1.135146,0.671884
1664545492.17004,-1.021157,1.865315,0.379875,-1.070719,1.132078,0.665748
1664545492.19038,-1.019801,1.863242,0.379875,-1.059981,1.127476,0.658078
1664545492.21,-1.018424,1.86113,0.379875,-1.049243,1.122874,0.648874
1664545492.23012,-1.017016,1.858969,0.379875,-1.036971,1.118272,0.641204
1664545492.25057,-1.015587,1.856701,0.379937,-1.024699,1.11367,0.632
1664545492.27054,-1.014117,1.854307,0.380071,-1.013961,1.107534,0.62433
1664545492.29045,-1.012554,1.851783,0.380361,-1.000155,1.102932,0.615126
1664545492.31038,-1.011021,1.849226,0.380765,-0.987884,1.09833,0.605922
1664545492.33052,-1.00951,1.846589,0.3812,-0.975612,1.093728,0.596719
1664545492.35056,-1.007957,1.843826,0.381697,-0.961806,1.087592,0.585981
1664545492.37009,-1.006321,1.840975,0.382204,-0.948,1.081457,0.576777
1664545492.39028,-1.004603,1.837974,0.382753,-0.934194,1.076855,0.566039
1664545492.41023,-1.002843,1.834954,0.383467,-0.918855,1.070719,0.556835
1664545492.4304,-1.00099,1.831796,0.384161,-0.905049,1.066117,0.546097
1664545492.45047,-0.999137,1.828507,0.384875,-0.889709,1.058447,0.533825
1664545492.47012,-0.99719,1.825086,0.385641,-0.875903,1.052311,0.523087
1664545492.49044,-0.99512,1.821603,0.386459,-0.859029,1.046175,0.510816
1664545492.5106,-0.993028,1.818032,0.387401,-0.842155,1.038505,0.500078
1664545492.5307,-0.99074,1.814379,0.388354,-0.825282,1.030835,0.487806
1664545492.55073,-0.98839,1.810626,0.389296,-0.808408,1.024699,0.472466
1664545492.57056,-0.986009,1.806742,0.390217,-0.791534,1.018563,0.460194
1664545492.59067,-0.983618,1.802788,0.391242,-0.773126,1.010893,0.449456
1664545492.61058,-0.981206,1.798697,0.392339,-0.756253,1.003223,0.438719
1664545492.63041,-0.978731,1.794462,0.393437,-0.737845,0.995554,0.424913
1664545492.65032,-0.976174,1.790145,0.394524,-0.717903,0.989418,0.409573
1664545492.67025,-0.973658,1.78581,0.395725,-0.699495,0.980214,0.395767
1664545492.69019,-0.971132,1.781317,0.396988,-0.67802,0.974078,0.381961
1664545492.71037,-0.968503,1.776669,0.398323,-0.659612,0.964874,0.366621
1664545492.73018,-0.965852,1.771901,0.399669,-0.63967,0.957204,0.35435
1664545492.75051,-0.963109,1.767008,0.401108,-0.618194,0.948,0.337476
1664545492.77037,-0.960179,1.761996,0.402526,-0.598253,0.94033,0.32367
1664545492.79075,-0.957291,1.75682,0.404048,-0.576777,0.931126,0.309864
1664545492.81072,-0.954288,1.751589,0.405539,-0.555301,0.921923,0.29299
1664545492.83035,-0.951224,1.746301,0.407092,-0.535359,0.912719,0.276117
1664545492.85158,-0.948149,1.740938,0.408676,-0.51235,0.905049,0.260777
1664545492.87029,-0.944991,1.73545,0.410281,-0.48934,0.895845,0.243903
1664545492.89064,-0.941782,1.729761,0.411875,-0.467864,0.886641,0.228563
1664545492.91076,-0.93848,1.723934,0.413594,-0.44332,0.877437,0.213223
1664545492.93059,-0.935218,1.718007,0.415364,-0.420311,0.866699,0.194816
1664545492.9504,-0.931854,1.711974,0.417248,-0.397301,0.857495,0.177942
1664545492.97064,-0.928531,1.70584,0.419091,-0.372757,0.848291,0.161068
1664545492.99032,-0.925083,1.699475,0.420861,-0.349748,0.837554,0.144194
1664545493.01082,-0.921563,1.693009,0.422766,-0.32367,0.82835,0.125786
