__time,joint1_position,joint2_position,joint3_position,joint4_position,joint5_position,joint6_position
1664545433.05077,-0.977344,1.890664,0.423097,-1.191903,1.176563,0.75932
1664545433.07085,-0.981847,1.891291,0.422041,-1.191903,1.176563,0.760854
1664545433.09038,-0.98604,1.891899,0.421017,-1.191903,1.176563,0.75932
1664545433.1106,-0.989829,1.892481,0.420126,-1.191903,1.176563,0.75932
1664545433.13053,-0.993329,1.893039,0.419267,-1.191903,1.176563,0.75932
1664545433.15066,-0.996548,1.893553,0.418346,-1.191903,1.176563,0.760854
1664545433.17056,-0.99953,1.894041,0.41761,-1.191903,1.176563,0.75932
1664545433.19032,-1.002253,1.894518,0.416979,-1.191903,1.175029,0.760854
1664545433.21022,-1.004737,1.895013,0.416306,-1.191903,1.176563,0.75932
1664545433.23031,-1.007036,1.895439,0.415675,-1.191903,1.175029,0.760854
1664545433.2511,-1.009293,1.895871,0.414919,-1.191903,1.176563,0.75932
1664545433.26094,-1.010359,1.896084,0.414484,-1.190369,1.176563,0.75932
1664545433.28073,-1.012378,1.896479,0.413832,-1.191903,1.176563,0.75932
1664545433.31077,-1.015132,1.897043,0.41291,-1.191903,1.176563,0.75932
1664545433.33043,-1.016757,1.897412,0.412289,-1.191903,1.176563,0.75932
1664545433.35047,-1.018237,1.897763,0.411803,-1.191903,1.176563,0.75932
1664545433.37039,-1.0195,1.89812,0.411202,-1.191903,1.176563,0.75932
1664545433.39057,-1.020722,1.898452,0.410602,-1.191903,1.176563,0.760854
1664545433.41072,-1.021923,1.898772,0.410136,-1.191903,1.175029,0.75932
1664545433.43013,-1.022969,1.899085,0.40966,-1.191903,1.176563,0.75932
1664545433.45037,-1.023911,1.899373,0.409142,-1.190369,1.176563,0.760854
1664545433.47014,-1.024811,1.899643,0.408738,-1.190369,1.176563,0.760854
1664545433.49035,-1.02566,1.899893,0.408428,-1.191903,1.176563,0.760854
1664545433.51052,-1.026468,1.90015,0.408148,-1.191903,1.176563,0.760854
1664545433.53055,-1.027048,1.900388,0.407786,-1.191903,1.176563,0.760854
1664545433.55025,-1.027462,1.900607,0.407185,-1.193437,1.176563,0.760854
1664545433.57137,-1.027886,1.900814,0.406813,-1.193437,1.176563,0.762388
1664545433.58103,-1.028104,1.900908,0.406678,-1.193437,1.176563,0.763922
1664545433.60125,-1.028404,1.901084,0.40645,-1.194971,1.175029,0.765456
1664545433.6213,-1.028435,1.901222,0.406264,-1.196505,1.171961,0.76699
1664545433.65098,-1.028383,1.901347,0.406119,-1.199573,1.165825,0.771592
1664545433.67101,-1.027886,1.901347,0.406098,-1.201107,1.162758,0.77466
1664545433.69104,-1.026975,1.901347,0.406098,-1.202641,1.155088,0.779262
1664545433.71082,-1.025785,1.901334,0.406098,-1.204175,1.15202,0.78233
1664545433.73075,-1.02448,1.901309,0.406098,-1.207243,1.145884,0.786932
1664545433.75062,-1.022844,1.901278,0.406098,-1.211845,1.139748,0.791534
1664545433.7706,-1.020939,1.901234,0.406098,-1.214913,1.132078,0.79767
1664545433.79016,-1.018745,1.901184,0.406098,-1.216447,1.127476,0.802272
1664545433.81031,-1.016208,1.901115,0.406098,-1.219515,1.119806,0.806874
1664545433.83046,-1.013351,1.900983,0.406119,-1.221049,1.11367,0.811476
1664545433.85053,-1.010255,1.900808,0.40615,-1.224117,1.107534,0.817612
1664545433.87043,-1.007025,1.90062,0.406202,-1.228719,1.099864,0.823748
1664545433.89001,-1.003423,1.900419,0.406253,-1.231787,1.093728,0.829884
1664545433.90984,-0.999582,1.900225,0.406367,-1.234855,1.086058,0.834486
1664545433.92119,-0.997594,1.900138,0.406429,-1.237923,1.081457,0.839087
1664545433.94103,-0.993349,1.899856,0.406554,-1.242525,1.073787,0.845223
1664545433.96121,-0.989125,1.89943,0.406719,-1.247126,1.064583,0.854427
1664545433.99113,-0.98252,1.898935,0.407123,-1.253262,1.049243,0.866699
1664545434.01069,-0.978048,1.898402,0.407641,-1.259398,1.038505,0.875903
1664545434.03065,-0.97342,1.89797,0.408262,-1.264,1.027767,0.886641
1664545434.05085,-0.968689,1.897456,0.409059,-1.270136,1.015495,0.895845
1664545434.07094,-0.963802,1.896992,0.410063,-1.276272,1.003223,0.905049
1664545434.09054,-0.958595,1.896454,0.410933,-1.280874,0.992486,0.914253
1664545434.11041,-0.95318,1.895921,0.41202,-1.28701,0.980214,0.92499
1664545434.13079,-0.947559,1.89537,0.412983,-1.293146,0.967942,0.935728
1664545434.15058,-0.941679,1.894868,0.414008,-1.300816,0.95567,0.946466
1664545434.17023,-0.935426,1.894311,0.415033,-1.305418,0.941864,0.958738
1664545434.19072,-0.928893,1.893734,0.416089,-1.313088,0.928058,0.969476
1664545434.21043,-0.92207,1.893089,0.417134,-1.319224,0.914253,0.981748
1664545434.23053,-0.914979,1.892513,0.418252,-1.326893,0.898913,0.99402
1664545434.25054,-0.907556,1.891824,0.419381,-1.334563,0.883573,1.006291
1664545434.26166,-0.903777,1.891504,0.419971,-1.337631,0.874369,1.013961
1664545434.28108,-0.896137,1.890752,0.421058,-1.346835,0.859029,1.027767
1664545434.30072,-0.887865,1.890025,0.422249,-1.352971,0.843689,1.040039
1664545434.3208,-0.879759,1.88928,0.423501,-1.362175,0.82835,1.053845
1664545434.35085,-0.867242,1.888121,0.425313,-1.372913,0.803806,1.075321
1664545434.3706,-0.858763,1.887388,0.426607,-1.382117,0.786932,1.089126
1664545434.39037,-0.850046,1.886567,0.42787,-1.389787,0.768524,1.104466
1664545434.41035,-0.841257,1.885734,0.429185,-1.398991,0.751651,1.118272
1664545434.43032,-0.832239,1.884907,0.430582,-1.408194,0.733243,1.133612
1664545434.45067,-0.82287,1.884017,0.432022,-1.415864,0.713301,1.148952
1664545434.47032,-0.813211,1.883165,0.433554,-1.426602,0.696427,1.164292
1664545434.49034,-0.803034,1.882263,0.435117,-1.435806,0.676486,1.181165
1664545434.51064,-0.792557,1.881361,0.436639,-1.44501,0.658078,1.198039
1664545434.53008,-0.781749,1.880471,0.43814,-1.454214,0.638136,1.213379
1664545434.55058,-0.770754,1.879506,0.439641,-1.464952,0.618194,1.230253
1664545434.57042,-0.759604,1.878504,0.441204,-1.474156,0.596719,1.24866
1664545434.59025,-0.748361,1.877495,0.442902,-1.484893,0.576777,1.268602
1664545434.61034,-0.736963,1.876461,0.444652,-1.494097,0.555301,1.283942
1664545434.63038,-0.725357,1.87539,0.446464,-1.504835,0.535359,1.300816
1664545434.64109,-0.719435,1.87487,0.447354,-1.510971,0.521553,1.31002
1664545434.66175,-0.707488,1.873842,0.449083,-1.521709,0.500078,1.326893
1664545434.68114,-0.694713,1.872777,0.450801,-1.532447,0.478602,1.345301
1664545434.70072,-0.682341,1.871681,0.452551,-1.543185,0.457126,1.365243
1664545434.73112,-0.66353,1.869939,0.455398,-1.558524,0.423379,1.395923
1664545434.75079,-0.650734,1.868774,0.457365,-1.569262,0.400369,1.41433
1664545434.77064,-0.637483,1.867565,0.459363,-1.581534,0.375825,1.432738
1664545434.79044,-0.62389,1.866337,0.461341,-1.593806,0.351282,1.45268
1664545434.80116,-0.616943,1.86566,0.462324,-1.599942,0.340544,1.463418
1664545434.8305,-0.595792,1.863749,0.465368,-1.616816,0.305262,1.494097
1664545434.85047,-0.581567,1.862471,0.467501,-1.629088,0.279185,1.514039
1664545434.87015,-0.567239,1.861249,0.46982,-1.641359,0.254641,1.535515
1664545434.89006,-0.552673,1.859946,0.472025,-1.653631,0.230097,1.555457
1664545434.90993,-0.53791,1.858593,0.474282,-1.665903,0.204019,1.578466
1664545434.93004,-0.522898,1.857227,0.476559,-1.678175,0.179476,1.599942
1664545434.95011,-0.50769,1.855792,0.478899,-1.690447,0.153398,1.619884
1664545434.97013,-0.49244,1.854326,0.481187,-1.701185,0.12732,1.642893
1664545434.99003,-0.477108,1.852729,0.483475,-1.713457,0.099709,1.665903
1664545435.01033,-0.461444,1.851187,0.485825,-1.728796,0.073631,1.687379
1664545435.02064,-0.453431,1.850448,0.487026,-1.738,0.059825,1.699651
1664545435.04094,-0.437146,1.848951,0.489428,-1.750272,0.033748,1.721126
1664545435.06068,-0.419733,1.847409,0.491881,-1.76101,0.00767,1.742602
1664545435.08066,-0.403034,1.845843,0.494376,-1.774816,-0.016874,1.764078
1664545435.11053,-0.377918,1.843556,0.498103,-1.793224,-0.052155,1.796292
1664545435.13079,-0.361001,1.842015,0.500567,-1.805495,-0.078233,1.814699
1664545435.15099,-0.343837,1.84043,0.503104,-1.817767,-0.105845,1.834641
1664545435.17063,-0.326547,1.838845,0.505723,-1.828505,-0.130388,1.857651
1664545435.19083,-0.309248,1.837285,0.508332,-1.840777,-0.154932,1.877593
1664545435.21058,-0.291835,1.835712,0.510899,-1.851515,-0.179476,1.896
1664545435.23039,-0.274193,1.834064,0.51355,-1.863787,-0.202485,1.915942
1664545435.25055,-0.256345,1.832354,0.516169,-1.874525,-0.227029,1.935884
1664545435.27048,-0.238435,1.830669,0.518902,-1.88833,-0.250039,1.954292
1664545435.29032,-0.220545,1.828983,0.52149,-1.899068,-0.273049,1.972699
1664545435.31061,-0.202687,1.827279,0.524068,-1.909806,-0.294524,1.992641
1664545435.33026,-0.184714,1.825613,0.526718,-1.91901,-0.316,2.011049
1664545435.35037,-0.166669,1.823965,0.52941,-1.929748,-0.33901,2.027923
1664545435.37019,-0.148697,1.82233,0.532123,-1.940486,-0.360485,2.04633
1664545435.39001,-0.130797,1.820682,0.534835,-1.951224,-0.381961,2.063204
1664545435.41023,-0.112794,1.818965,0.537496,-1.960428,-0.401903,2.080078
1664545435.43104,-0.094624,1.817349,0.540156,-1.971165,-0.424913,2.098486
1664545435.44127,-0.085514,1.816515,0.541481,-1.975767,-0.434117,2.106156
1664545435.46084,-0.067314,1.81488,0.544111,-1.984971,-0.454058,2.123029
1664545435.48107,-0.048337,1.813245,0.54671,-1.994175,-0.472466,2.138369
1664545435.50099,-0.030427,1.811622,0.549308,-2.003379,-0.492408,2.155243
1664545435.53094,-0.003603,1.809216,0.55319,-2.017185,-0.521553,2.178253
1664545435.55095,0.014111,1.807625,0.555748,-2.026389,-0.539961,2.192059
1664545435.57088,0.031628,1.806053,0.558263,-2.037127,-0.558369,2.207398
1664545435.59064,0.049103,1.804518,0.560748,-2.044796,-0.576777,2.222738
1664545435.61045,0.06663,1.802976,0.563191,-2.054,-0.593651,2.238078
1664545435.63061,0.084168,1.80141,0.565686,-2.063204,-0.612058,2.253418
1664545435.65061,0.10155,1.79985,0.568254,-2.070874,-0.627398,2.26569
1664545435.67021,0.118746,1.798353,0.570946,-2.078544,-0.645806,2.281029
1664545435.69046,0.135756,1.796843,0.573451,-2.086214,-0.66268,2.293301
1664545435.71024,0.152652,1.79532,0.575915,-2.093884,-0.67802,2.307107
1664545435.73004,0.169434,1.79381,0.578358,-2.101554,-0.693359,2.320913
1664545435.75031,0.185998,1.792344,0.58077,-2.109224,-0.708699,2.333185
1664545435.77001,0.202324,1.790903,0.583203,-2.116894,-0.724039,2.343923
1664545435.79023,0.218547,1.789487,0.585584,-2.123029,-0.739379,2.356194
1664545435.80979,0.234687,1.788084,0.587945,-2.130699,-0.753185,2.37
1664545435.82962,0.250703,1.786612,0.590305,-2.138369,-0.76699,2.379204
1664545435.84965,0.266512,1.785233,0.592624,-2.144505,-0.780796,2.391476
1664545435.8609,0.274328,1.78455,0.593784,-2.147573,-0.788466,2.397612
1664545435.88106,0.289754,1.783172,0.595989,-2.153709,-0.800738,2.40835
1664545435.90058,0.3049,1.781819,0.598215,-2.159845,-0.81301,2.417554
1664545435.93106,0.328028,1.779795,0.601486,-2.169049,-0.831418,2.432894
1664545435.95064,0.342615,1.778442,0.60364,-2.173651,-0.843689,2.442097
1664545435.97051,0.356912,1.777089,0.605721,-2.179787,-0.854427,2.451301
1664545435.99046,0.37095,1.775804,0.607812,-2.184389,-0.866699,2.462039
1664545436.01072,0.384792,1.774526,0.609872,-2.190525,-0.875903,2.469709
1664545436.03096,0.39851,1.773279,0.611891,-2.195127,-0.888175,2.480447
1664545436.05033,0.412061,1.772026,0.613878,-2.201262,-0.897379,2.489651
1664545436.07024,0.425365,1.770798,0.615856,-2.207398,-0.909651,2.497321
1664545436.09015,0.438357,1.769583,0.617792,-2.210466,-0.920389,2.506525
1664545436.1104,0.45104,1.768424,0.619728,-2.216602,-0.931126,2.514194
1664545436.13015,0.463421,1.767252,0.62156,-2.221204,-0.938796,2.521864
1664545436.15038,0.475555,1.766112,0.623455,-2.224272,-0.946466,2.528
1664545436.17017,0.487523,1.764946,0.625349,-2.228874,-0.954136,2.534136
1664545436.19025,0.49917,1.763862,0.62713,-2.233476,-0.961806,2.540272
1664545436.20991,0.510433,1.762785,0.628911,-2.236544,-0.969476,2.544874
1664545436.22974,0.521397,1.761751,0.630598,-2.238078,-0.975612,2.549476
1664545436.2502,0.532019,1.760705,0.632286,-2.241146,-0.981748,2.555612
1664545436.26972,0.542424,1.75969,0.633984,-2.244214,-0.987884,2.560214
1664545436.29003,0.552497,1.758631,0.63563,-2.247282,-0.992486,2.564816
1664545436.3007,0.557425,1.75813,0.636427,-2.248816,-0.995554,2.567884
1664545436.32064,0.567053,1.757209,0.63798,-2.251884,-1.001689,2.572486
1664545436.35056,0.580895,1.755874,0.640123,-2.254952,-1.009359,2.578622
1664545436.36113,0.585709,1.755436,0.640827,-2.256486,-1.010893,2.580156
1664545436.39071,0.598391,1.754208,0.642959,-2.259554,-1.018563,2.586292
1664545436.40117,0.602449,1.753807,0.643684,-2.261088,-1.020097,2.587826
1664545436.43065,0.614034,1.752623,0.645765,-2.264156,-1.024699,2.592427
1664545436.45055,0.621364,1.751802,0.647018,-2.26569,-1.029301,2.595495
1664545436.47074,0.628372,1.751,0.648312,-2.267224,-1.032369,2.598563
1664545436.49094,0.635071,1.750292,0.649565,-2.268758,-1.035437,2.600097
1664545436.51069,0.641448,1.749578,0.650621,-2.270292,-1.038505,2.601631
1664545436.5304,0.647515,1.748839,0.65178,-2.270292,-1.040039,2.603165
1664545436.55075,0.653229,1.748199,0.652857,-2.270292,-1.041573,2.603165
1664545436.57024,0.658551,1.747573,0.653882,-2.270292,-1.041573,2.603165
1664545436.59046,0.663489,1.746903,0.654969,-2.270292,-1.043107,2.603165
1664545436.61004,0.668024,1.746339,0.655942,-2.271826,-1.043107,2.603165
1664545436.63019,0.672103,1.745769,0.656874,-2.271826,-1.043107,2.604699
1664545436.64992,0.67583,1.745336,0.657754,-2.271826,-1.043107,2.603165
1664545436.67023,0.679256,1.74476,0.658706,-2.271826,-1.043107,2.603165
1664545436.69012,0.682393,1.744315,0.659565,-2.271826,-1.043107,2.603165
1664545436.71011,0.68523,1.743801,0.660445,-2.271826,-1.043107,2.604699
1664545436.73001,0.687901,1.743413,0.66116,-2.271826,-1.043107,2.603165
1664545436.75178,0.690448,1.742899,0.661915,-2.271826,-1.043107,2.603165
1664545436.76118,0.691638,1.742642,0.662278,-2.271826,-1.043107,2.603165
1664545436.78088,0.693905,1.742229,0.66294,-2.271826,-1.043107,2.603165
1664545436.80079,0.695986,1.741734,0.663644,-2.271826,-1.043107,2.603165
1664545436.82093,0.698036,1.741389,0.664276,-2.271826,-1.043107,2.604699
1664545436.85073,0.700697,1.740788,0.665135,-2.271826,-1.043107,2.604699
1664545436.87074,0.702395,1.740431,0.665746,-2.270292,-1.043107,2.604699
1664545436.89038,0.703917,1.740124,0.666284,-2.271826,-1.043107,2.604699
1664545436.91066,0.705273,1.739723,0.666843,-2.271826,-1.043107,2.604699
1664545436.93037,0.706474,1.739428,0.667423,-2.271826,-1.043107,2.604699
1664545436.95063,0.707571,1.739221,0.667951,-2.270292,-1.043107,2.604699
1664545436.9702,0.708617,1.738871,0.668407,-2.271826,-1.043107,2.603165
1664545436.99026,0.709621,1.738545,0.6688,-2.271826,-1.043107,2.604699
1664545437.01011,0.710491,1.738313,0.669255,-2.271826,-1.043107,2.604699
1664545437.03073,0.711226,1.738075,0.669639,-2.271826,-1.043107,2.604699
1664545437.05017,0.711868,1.737743,0.670042,-2.271826,-1.043107,2.604699
1664545437.07022,0.712489,1.737486,0.670374,-2.271826,-1.043107,2.604699
1664545437.09046,0.713058,1.737323,0.670767,-2.271826,-1.043107,2.604699
1664545437.11014,0.713503,1.737216,0.67114,-2.270292,-1.043107,2.603165
1664545437.13028,0.713804,1.737054,0.671461,-2.270292,-1.043107,2.601631
1664545437.15004,0.71399,1.736828,0.671719,-2.267224,-1.043107,2.598563
1664545437.17025,0.714021,1.736684,0.671885,-2.262622,-1.043107,2.592427
1664545437.19015,0.714021,1.736603,0.671999,-2.259554,-1.043107,2.58936
1664545437.21012,0.713917,1.736571,0.672051,-2.256486,-1.043107,2.583224
1664545437.23084,0.71342,1.736565,0.672061,-2.251884,-1.043107,2.577088
1664545437.24096,0.71312,1.736565,0.672061,-2.248816,-1.043107,2.57402
1664545437.2607,0.712385,1.736565,0.672061,-2.244214,-1.043107,2.567884
1664545437.28089,0.711371,1.736565,0.672061,-2.238078,-1.043107,2.561748
1664545437.31078,0.709373,1.736571,0.672061,-2.228874,-1.043107,2.55101
1664545437.33094,0.708016,1.736571,0.672061,-2.224272,-1.043107,2.54334
1664545437.35094,0.706443,1.73659,0.672061,-2.216602,-1.043107,2.537204
1664545437.37089,0.704621,1.736653,0.67203,-2.210466,-1.043107,2.528
1664545437.39044,0.702705,1.736722,0.671999,-2.20433,-1.043107,2.521864
1664545437.41073,0.700635,1.736809,0.671958,-2.198195,-1.043107,2.514194
1664545437.43061,0.698419,1.736916,0.671906,-2.190525,-1.043107,2.504991
1664545437.45077,0.696038,1.737054,0.671864,-2.184389,-1.043107,2.497321
1664545437.47078,0.693761,1.73721,0.671813,-2.178253,-1.043107,2.491185
1664545437.49052,0.69139,1.737354,0.671751,-2.172117,-1.043107,2.481981
1664545437.51047,0.688895,1.737498,0.671699,-2.164447,-1.043107,2.472777
1664545437.53066,0.68641,1.737624,0.671616,-2.156777,-1.043107,2.463573
1664545437.55028,0.683894,1.737856,0.671502,-2.147573,-1.043107,2.452835
1664545437.57061,0.68143,1.738112,0.671305,-2.136835,-1.044641,2.440563
1664545437.59055,0.678915,1.738394,0.670974,-2.127631,-1.044641,2.429826
1664545437.61061,0.676295,1.738695,0.670581,-2.116894,-1.044641,2.41602
1664545437.63014,0.673552,1.739015,0.670135,-2.106156,-1.044641,2.402214
1664545437.65013,0.670674,1.739347,0.669649,-2.095418,-1.046175,2.389942
1664545437.67026,0.667599,1.739679,0.669131,-2.083146,-1.046175,2.376136
1664545437.69051,0.664431,1.740011,0.668593,-2.072408,-1.046175,2.36233
1664545437.71092,0.66118,1.740355,0.668075,-2.060136,-1.046175,2.346991
1664545437.73103,0.657743,1.740706,0.667558,-2.047864,-1.046175,2.333185
1664545437.74091,0.655973,1.740882,0.667144,-2.041728,-1.047709,2.327049
1664545437.76078,0.652256,1.741226,0.666377,-2.029457,-1.047709,2.311709
1664545437.78123,0.648457,1.741596,0.665787,-2.017185,-1.047709,2.296369
1664545437.80076,0.644543,1.741966,0.665063,-2.003379,-1.049243,2.279495
1664545437.83098,0.638394,1.742523,0.664079,-1.983437,-1.049243,2.256486
1664545437.85061,0.634325,1.742887,0.663375,-1.969631,-1.049243,2.239612
1664545437.87046,0.630215,1.743269,0.662671,-1.955826,-1.050777,2.221204
1664545437.89056,0.626033,1.743651,0.662102,-1.940486,-1.050777,2.20433
1664545437.91081,0.621767,1.744046,0.661408,-1.925146,-1.050777,2.185923
1664545437.93043,0.617367,1.744465,0.660683,-1.909806,-1.052311,2.167515
1664545437.95062,0.612895,1.744891,0.660021,-1.892932,-1.052311,2.149107
1664545437.97047,0.608236,1.745324,0.659162,-1.876059,-1.052311,2.129165
1664545437.99053,0.60335,1.745775,0.658406,-1.859185,-1.053845,2.109224
1664545438.01021,0.598308,1.746213,0.657681,-1.845379,-1.053845,2.090816
1664545438.03039,0.593152,1.746652,0.656936,-1.828505,-1.053845,2.070874
1664545438.05069,0.587862,1.747122,0.656283,-1.811631,-1.055379,2.049398
1664545438.07047,0.582406,1.747611,0.655321,-1.793224,-1.055379,2.027923
1664545438.09043,0.576826,1.748106,0.654534,-1.77635,-1.056913,2.007981
1664545438.11008,0.571184,1.748613,0.653778,-1.759476,-1.056913,1.986505
1664545438.13047,0.5655,1.74912,0.653002,-1.741068,-1.058447,1.966563
1664545438.15015,0.559754,1.749609,0.652236,-1.719592,-1.058447,1.94202
1664545438.1699,0.553895,1.750123,0.651252,-1.701185,-1.058447,1.920544
1664545438.19042,0.547911,1.75063,0.650476,-1.682777,-1.059981,1.897534
1664545438.21043,0.541792,1.751163,0.649616,-1.664369,-1.059981,1.874525
1664545438.23026,0.535663,1.751708,0.648726,-1.644427,-1.059981,1.849981
1664545438.25131,0.5294,1.752259,0.64766,-1.624486,-1.061515,1.826971
1664545438.27112,0.522991,1.752842,0.646583,-1.60301,-1.063049,1.802428
1664545438.28102,0.51972,1.753137,0.646045,-1.593806,-1.063049,1.790156
1664545438.30117,0.513115,1.753713,0.645113,-1.573864,-1.063049,1.765612
1664545438.32084,0.506458,1.754321,0.644036,-1.552389,-1.064583,1.739534
1664545438.351,0.495795,1.755242,0.642504,-1.518641,-1.064583,1.702719
1664545438.36095,0.492616,1.755542,0.642007,-1.509437,-1.064583,1.690447
1664545438.39112,0.481415,1.756457,0.640568,-1.47569,-1.066117,1.649029
1664545438.41089,0.474043,1.75709,0.639398,-1.454214,-1.067651,1.622952
1664545438.43059,0.46661,1.757729,0.63829,-1.432738,-1.067651,1.596874
1664545438.45095,0.459042,1.758393,0.637307,-1.409728,-1.069185,1.569262
1664545438.47061,0.451464,1.759057,0.636189,-1.385185,-1.069185,1.543185
1664545438.49065,0.443865,1.759746,0.635009,-1.362175,-1.070719,1.514039
1664545438.51045,0.436214,1.760442,0.633911,-1.339165,-1.072253,1.486427
1664545438.5304,0.428408,1.76115,0.632855,-1.314622,-1.072253,1.458816
1664545438.55047,0.420468,1.761864,0.631623,-1.291612,-1.072253,1.42967
1664545438.57042,0.412341,1.762559,0.630412,-1.267068,-1.073787,1.400524
1664545438.59038,0.40409,1.763267,0.629356,-1.242525,-1.075321,1.372913
1664545438.61021,0.395663,1.764007,0.628114,-1.216447,-1.076855,1.342233
1664545438.6301,0.387142,1.764752,0.626923,-1.191903,-1.076855,1.313088
1664545438.64994,0.378539,1.765504,0.625774,-1.165825,-1.076855,1.282408
1664545438.67026,0.369801,1.766262,0.624563,-1.141282,-1.078389,1.253262
1664545438.69035,0.360991,1.767058,0.623206,-1.116738,-1.079923,1.221049
1664545438.71029,0.352088,1.767847,0.622026,-1.09066,-1.079923,1.190369
1664545438.72994,0.343215,1.76863,0.620701,-1.064583,-1.081457,1.15969
1664545438.7506,0.334291,1.769407,0.619314,-1.036971,-1.081457,1.130544
1664545438.77026,0.325295,1.770215,0.617999,-1.010893,-1.08299,1.096796
1664545438.79156,0.316081,1.77108,0.61656,-0.981748,-1.08299,1.063049
1664545438.81092,0.30668,1.771913,0.615048,-0.954136,-1.084524,1.030835
1664545438.82119,0.30198,1.772339,0.614344,-0.94033,-1.084524,1.015495
1664545438.84093,0.292414,1.773204,0.612947,-0.915787,-1.086058,0.983282
1664545438.86111,0.282797,1.774062,0.611425,-0.888175,-1.086058,0.951068
1664545438.88094,0.273106,1.774921,0.610058,-0.860563,-1.087592,0.917321
1664545438.90062,0.263344,1.775773,0.608661,-0.831418,-1.089126,0.883573
1664545438.93095,0.247949,1.777114,0.606611,-0.79,-1.09066,0.834486
1664545438.95098,0.237886,1.778016,0.605234,-0.760854,-1.09066,0.800738
1664545438.97096,0.227678,1.778924,0.60364,-0.731709,-1.092194,0.765456
1664545438.99074,0.217429,1.779858,0.602149,-0.702563,-1.092194,0.731709
1664545439.01077,0.207097,1.78081,0.600627,-0.671884,-1.093728,0.694893
1664545439.03096,0.196734,1.781725,0.599095,-0.644272,-1.095262,0.659612
1664545439.05072,0.186257,1.782671,0.597604,-0.613592,-1.096796,0.62433
1664545439.07073,0.17578,1.783629,0.595999,-0.581379,-1.096796,0.589049
1664545439.09074,0.165272,1.784588,0.594457,-0.552233,-1.09833,0.552233
1664545439.11036,0.154671,1.785578,0.592883,-0.521553,-1.099864,0.515418
1664545439.13074,0.14381,1.78658,0.591309,-0.490874,-1.099864,0.480136
1664545439.15025,0.132754,1.787595,0.589746,-0.460194,-1.101398,0.441786
1664545439.17065,0.121573,1.788585,0.588028,-0.427981,-1.102932,0.406505
1664545439.19013,0.11033,1.789625,0.586392,-0.397301,-1.102932,0.368155
1664545439.21029,0.099055,1.790659,0.584839,-0.366621,-1.104466,0.33134
1664545439.22992,0.087771,1.791699,0.583193,-0.332874,-1.106,0.294524
1664545439.25011,0.076331,1.792777,0.581609,-0.30066,-1.106,0.256175
1664545439.27007,0.064798,1.793829,0.579983,-0.268447,-1.107534,0.217825
1664545439.28976,0.053141,1.794875,0.578462,-0.236233,-1.107534,0.179476
1664545439.31022,0.041421,1.795934,0.576764,-0.205553,-1.109068,0.14266
1664545439.3299,0.029681,1.796999,0.575107,-0.17334,-1.110602,0.104311
1664545439.3499,0.017859,1.798096,0.573451,-0.141126,-1.110602,0.067495
1664545439.37016,0.006036,1.799192,0.571701,-0.110447,-1.112136,0.029146
1664545439.3898,-0.005746,1.80027,0.569952,-0.079767,-1.11367,-0.006136
1664545439.40055,-0.011647,1.800796,0.569072,-0.062893,-1.11367,-0.027612
1664545439.42056,-0.023677,1.801886,0.567312,-0.03068,-1.115204,-0.061359
1664545439.44084,-0.035841,1.802983,0.565541,0,-1.116738,-0.098175
1664545439.46107,-0.048171,1.80416,0.563906,0.03068,-1.116738,-0.133456
1664545439.48065,-0.060481,1.805307,0.562322,0.059825,-1.118272,-0.168738
1664545439.50084,-0.072749,1.806429,0.560655,0.088971,-1.118272,-0.205553
1664545439.53058,-0.091167,1.808108,0.558036,0.13499,-1.119806,-0.257709
1664545439.55055,-0.104118,1.809254,0.556182,0.16567,-1.12134,-0.294524
1664545439.57058,-0.116521,1.810401,0.554267,0.194816,-1.122874,-0.328272
1664545439.59068,-0.128923,1.811535,0.552269,0.223961,-1.122874,-0.362019
1664545439.61066,-0.141233,1.812662,0.55024,0.251573,-1.124408,-0.395767
1664545439.6309,-0.153532,1.813759,0.548283,0.280719,-1.124408,-0.429515
1664545439.65093,-0.165779,1.814874,0.546451,0.309864,-1.125942,-0.464796
1664545439.67083,-0.177861,1.815989,0.544536,0.337476,-1.125942,-0.49701
1664545439.69065,-0.190056,1.817111,0.542631,0.366621,-1.127476,-0.530757
1664545439.71063,-0.202355,1.818245,0.540726,0.394233,-1.127476,-0.562971
1664545439.73067,-0.214789,1.819347,0.53881,0.423379,-1.130544,-0.595185
1664545439.75061,-0.227181,1.820463,0.536885,0.449456,-1.130544,-0.627398
1664545439.77032,-0.23946,1.821597,0.535083,0.475534,-1.132078,-0.659612
1664545439.79028,-0.251666,1.822718,0.533251,0.50468,-1.132078,-0.690291
1664545439.81073,-0.26383,1.823852,0.531553,0.530757,-1.133612,-0.722505
1664545439.83005,-0.275995,1.824955,0.529721,0.556835,-1.133612,-0.754719
1664545439.85029,-0.288211,1.826026,0.528002,0.584447,-1.135146,-0.785398
1664545439.87057,-0.300313,1.82711,0.526201,0.610524,-1.13668,-0.816078
1664545439.89002,-0.312323,1.828188,0.524389,0.636602,-1.13668,-0.845223
1664545439.91041,-0.324177,1.829259,0.522474,0.661146,-1.13668,-0.875903
1664545439.93019,-0.335968,1.830362,0.520621,0.687223,-1.138214,-0.906583
1664545439.95008,-0.347522,1.831433,0.518799,0.711767,-1.139748,-0.937262
1664545439.97019,-0.359107,1.832492,0.517039,0.739379,-1.139748,-0.967942
1664545439.98993,-0.370806,1.83357,0.515299,0.763922,-1.141282,-0.998622
